ID,Direccion,Localidad,Coordenadas,
112359,calle umberto boccioni 285 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093002131787586,-76.99976713821853)",
112360,calle umberto boccioni 301 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092828158815394,-76.9991833658376)",
112361,calle umberto boccioni 331 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092577649637747,-76.99859908382759)",
112363,calle umberto boccioni 335 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092560817619443,-76.9985140264675)",
112365,calle umberto boccioni 375 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092274739734918,-76.9976137646875)",
112367,calle umberto boccioni 391 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092234752798205,-76.99735701915543)",
112368,calle umberto boccioni 431 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092176325738478,-76.99679878962219)",
112369,calle umberto boccioni 488 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092291348990116,-76.99618862062766)",
112370,calle umberto boccioni 424 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09235248905783,-76.99686482918167)",
112371,calle umberto boccioni 402 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.0923630054955,-76.99701543436969)",
112372,calle umberto boccioni 358 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092576922092803,-76.99804999041942)",
112373,calle umberto boccioni 352 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09257260564867,-76.99807764833655)",
112374,calle umberto boccioni 344 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092623109563704,-76.99825519299165)",
112375,calle umberto boccioni 342 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092636541925984,-76.99828266736854)",
112376,calle umberto boccioni 334 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09275272317062,-76.99855955044944)",
112377,calle umberto boccioni 320 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092871157117898,-76.99883172103821)",
112378,calle umberto boccioni 288 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093125282161225,-76.99957366125878)",
112381,calle umberto boccioni 220 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093437295785165,-77.00086808121729)",
112382,calle umberto boccioni 208 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093456513059465,-77.00114949386841)",
112383,calle tintoretto 255 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09220794375564,-77.00213909375238)",
112384,calle tintoretto 239 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092016481869592,-77.00216987121753)",
112387,calle tintoretto 241 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.092080939806465,-77.00216299606025)",
112388,calle tintoretto 237 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.091975973733867,-77.00217708738205)",
112389,calle tintoretto 235 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09195154487837,-77.00218113870632)",
112390,calle tintoretto 203 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.090990433883121,-77.00231870553984)",
112391,calle tintoretto 201 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.090918587200079,-77.0023324747312)",
112392,calle tintoretto 195 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09059263511638,-77.00237848297178)",
112393,calle tintoretto 193 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.090514956601211,-77.00239871321843)",
112394,calle tintoretto 173 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.090018298754345,-77.0024720766654)",
112395,calle tintoretto 171 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.090004781885128,-77.0024736858304)",
112396,calle tintoretto 169 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.089982300768852,-77.00248005195574)",
112397,calle tintoretto 153 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.089785012324697,-77.00251339879074)",
112398,calle tintoretto 238 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.091869152401088,-77.00236325297352)",
112399,calle tiziano 112 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.089004333772976,-77.00316130170715)",
112400,calle tiziano 116 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.089004333772976,-77.00305920249635)",
112401,calle tiziano 118 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088975248727536,-77.00299628114008)",
112404,calle tiziano 132 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088929959881838,-77.00281210827413)",
112405,calle tiziano 134 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088926347458525,-77.00278216480913)",
112406,calle tiziano 170 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088892448899841,-77.00255003310888)",
112407,calle tiziano 140 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088909439537375,-77.00265778185029)",
112408,calle tiziano 146 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088910044812721,-77.0026166261873)",
112409,calle tiziano 182 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088867550385558,-77.00234441241832)",
112410,calle tiziano 188 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088857308949784,-77.00229145011484)",
112411,calle tiziano 198 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088845826730562,-77.00223398645127)",
112412,calle tiziano 200 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088832483339019,-77.00205819650725)",
112419,calle tiziano 226 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.08877258620403,-77.00170997801607)",
112420,calle tiziano 244 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088683943374491,-77.00101567714044)",
112421,calle tiziano 250 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088679225516643,-77.00093654958582)",
112424,calle tiziano 294 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088546503545373,-77.00008502010778)",
112425,calle tiziano 326 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088489955476476,-76.99950996454541)",
112426,calle tiziano 338 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088443116014545,-76.99917163432649)",
112427,calle tiziano 390 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088275716761487,-76.99792762688743)",
112434,calle tiziano 425 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088070752928303,-76.99768735147842)",
112436,calle tiziano 419 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088111441858501,-76.99786616873058)",
112438,calle tiziano 409 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088131236453336,-76.9979763831201)",
112439,calle tiziano 351 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088226909531585,-76.99872425848747)",
112441,calle tiziano 299 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088370968496847,-77.0001154447541)",
112443,calle tiziano 231 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088574592695167,-77.00146256946041)",
112444,calle tiziano 219 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088601618043583,-77.00166297680111)",
112445,calle tiziano 215 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088612269574682,-77.00172591463698)",
112448,calle tiziano 187 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088685721734606,-77.00228840891644)",
112449,calle tiziano 197 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088685721734606,-77.00221970209007)",
112454,calle tiziano 124 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088785200564445,-77.00301141941004)",
112455,calle tiziano 101 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.088822750017158,-77.00324891677911)",
112471,calle lopez de ayala 1130 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095199441358929,-77.00163575159063)",
112472,calle lopez de ayala 1136 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095190759610048,-77.00149190824213)",
112473,calle lopez de ayala 1142 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095178028685922,-77.00136924655395)",
112474,calle lopez de ayala 1144 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095172738707234,-77.00123927101171)",
112475,calle lopez de 1146 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09515393844103,-77.00109186332593)",
112476,calle lopez de ayala 1152 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09513122145107,-77.00096528498669)",
112477,calle lopez de ayala 1154 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095124171350804,-77.00090520033167)",
112478,calle lopez de ayala 1158 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095100671013569,-77.00081947955769)",
112480,calle lopez de ayala 1160 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.0950912708781,-77.00078422989382)",
112481,calle lopez de ayala 1162 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095084220965617,-77.00075619099245)",
112482,calle lopez de ayala 1164 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09507599584579,-77.00072855205117)",
112483,calle lopez de ayala 1172 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095058762262596,-77.00066406118873)",
112484,calle lopez de ayala 1196 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09496941706297,-77.00016562567932)",
112485,calle lopez de ayala 1202 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094876893979333,-76.99986748091622)",
112487,calle lopez de ayala 1224 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094818257925255,-76.99966549168232)",
112489,calle lopez de ayala 1252 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094699658932754,-76.99915907452308)",
112490,calle lopez de ayala 1256 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09468376419241,-76.99907475747781)",
112491,calle lopez de ayala 1260 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09468110478548,-76.99903751387728)",
112494,calle lopez de ayala 1264 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.0946711734817,-76.9989701609628)",
112495,calle lopez de ayala 1270 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09466008492204,-76.99889430282259)",
112496,calle lopez de ayala 1274 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09465655499065,-76.99884131736435)",
112497,calle lopez de ayala 1288 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094652431980052,-76.99873593531682)",
112499,calle lopez de ayala 1298 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094671308263017,-76.99864958171142)",
112512,calle lopez de ayala 1322 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094347483130491,-76.99823225188888)",
112513,calle lopez de ayala 1346 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094218947741552,-76.99790427451312)",
112514,calle lopez de ayala 1342 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09420858264204,-76.99787704246516)",
112517,calle lopez de ayala 1364 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094140943657692,-76.99770695284307)",
112520,calle lopez de ayala 1412 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.0938885586731,-76.99653922292215)",
112521,calle lopez de ayala 1414 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093891048869182,-76.99648426094484)",
112522,calle lopez de ayala 1472 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093930311222408,-76.99617270567695)",
112523,calle lopez de ayala 1482 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093947355123206,-76.99597973736701)",
112524,calle lopez de ayala 1522 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093968460747945,-76.99505983039406)",
112526,calle lopez de ayala 1598 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094549483647654,-76.9933679477273)",
112527,calle lopez de ayala 1604 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094811618538685,-76.99296272541682)",
112529,calle lopez de ayala 1626 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095200911520365,-76.99266519028377)",
112530,calle lopez de ayala 1636 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09533580232501,-76.99256779035626)",
112531,calle lopez de ayala 1658 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095805885450005,-76.99216586474236)",
112532,calle lopez de ayala 1660 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095939155367319,-76.99204063849129)",
112533,calle lopez de ayala 1686 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096088870994194,-76.99180179897856)",
112534,calle lopez de ayala 1690 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096153965515015,-76.99173477341841)",
112535,calle lopez de ayala 1692 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096226474371917,-76.9915966419656)",
112538,calle lopez de ayala 1724 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096512365660644,-76.99083584844752)",
112539,calle lopez de ayala 1726 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096520832778324,-76.99081467620232)",
112542,calle lopez de ayala 1774 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096671031953662,-76.98986298369928)",
112544,calle lopez de ayala 1796 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096836877199905,-76.98932977393443)",
112545,calle lopez de ayala 1793 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096661854033343,-76.98942895950209)",
112546,calle lopez de ayala 1757 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096395804523652,-76.99011889699577)",
112547,calle lopez de ayala 1755 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096386651930615,-76.99017827080378)",
112548,calle lopez de ayala 1731 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096383271147658,-76.99058396205895)",
112549,calle lopez de ayala 1703 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096228366616216,-76.99110477427249)",
112550,calle lopez de ayala 1701 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096195145744147,-76.99118204660378)",
112559,calle lopez de ayala 1635 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095168355711664,-76.99251435867929)",
112560,calle lopez de ayala 1631 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095112052247572,-76.99254466484737)",
112562,calle lopez de ayala 1623 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095088744569836,-76.99256869734499)",
112564,calle lopez de ayala 1557 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09402328861826,-76.99411902235802)",
112565,calle lopez de ayala 1547 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093917304649139,-76.99449580693414)",
112568,calle 1535 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093863231119798,-76.99469046610614)",
112570,calle lopez de ayala 1483 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093759712743449,-76.99595654319148)",
112571,calle lopez de ayala 1447 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093759561021216,-76.99635062748567)",
112572,calle lopez de ayala 1391 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093788914691629,-76.99701752028808)",
112574,calle lopez de ayala 1363 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093990213481817,-76.99778864328438)",
112575,calle lopez de ayala 1357 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09401843718679,-76.99785059528296)",
112576,calle lopez de ayala 1347 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09410560329016,-76.9980422965217)",
112577,calle lopez de ayala 1335 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094232267715313,-76.9983441168925)",
112578,calle lopez de ayala 1325 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094327953277016,-76.99856306000989)",
112579,calle lopez de ayala 1319 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094338190579904,-76.99858800364444)",
112580,calle lopez de ayala 1305 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09444877722882,-76.99893273773382)",
112581,calle lopez de ayala 1299 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094545538389283,-76.99925824025692)",
112582,calle lopez de ayala 1253 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094620753760296,-76.99962016149527)",
112583,calle lopez de ayala 1235 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094663760782879,-76.99975577675436)",
112584,calle lopez de ayala 1231 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094681680372773,-76.99979426216558)",
112585,calle lopez de ayala 1217 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094697138236995,-76.99985095488583)",
112586,calle lopez de ayala 1207 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09471899291897,-76.99992741044593)",
112588,calle lopez de ayala 1173 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09485891156487,-77.000635541799)",
112589,calle lopez de ayala 1163 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094883366200733,-77.00076659316652)",
112590,calle lopez de ayala 1157 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094912067801602,-77.00090855959338)",
112591,calle lopez de ayala 1153 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094945326098568,-77.00109963448836)",
112596,calle lopez de ayala 1148 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094970551103586,-77.00135906268481)",
112597,calle lopez de ayala 1141 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09500185302295,-77.00151612424762)",
112598,calle lopez de ayala 1131 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095026307645782,-77.0017512163963)",
112599,calle lopez de ayala 1125 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095046638336228,-77.00188553551862)",
112602,calle lope 1041 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095105551971102,-77.00353124673283)",
112603,calle lopez de ayala 941 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095068947009295,-77.00513817049917)",
112606,calle lopez de ayala 911 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095118805504484,-77.00561511664885)",
112608,calle lopez de ayala 901 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095135709508455,-77.0056947907429)",
112609,calle lopez de ayala 862 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095277174005062,-77.00634956438574)",
112610,calle lopez de ayala 589 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097049913878791,-77.00908151342173)",
112613,calle lopez de ayala 569 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097594891254289,-77.00914697845987)",
112614,calle alberto durero 490 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.094074267772328,-76.9893776114021)",
112616,avenida joaquin la madrid 704 urbanizacion las begonias  ,SAN BORJA-LIMA-LIMA,"(-12.107895460446002,-76.99300160806746)",
112617,avenida joaquin la madrid 740 urbanizacion las begonias  ,SAN BORJA-LIMA-LIMA,"(-12.107963722433453,-76.99286591115481)",
112618,calle gregorio marañon 168 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.103356248033165,-77.00574089446646)",
112619,calle bartolome esteban murillo 230 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.091189848214611,-76.99904927811417)",
112620,pasaje robert schumann 155 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.099130844308533,-76.99908023266319)",
112648,avenida arquitecto eduardo ordoñez 401 urbanizacion las amapolas de san borja  ,SAN BORJA-LIMA-LIMA,"(-12.105754100673181,-77.00291286288396)",
112649,avenida arquitecto eduardo ordoñez 431 urbanizacion las amapolas de san borja  ,SAN BORJA-LIMA-LIMA,"(-12.105724619698265,-77.00253459890766)",
112650,avenida arquitecto eduardo ordoñez 421 urbanizacion las amapolas de san borja  ,SAN BORJA-LIMA-LIMA,"(-12.105759460850294,-77.00271002567968)",
112651,avenida arquitecto eduardo ordoñez 441 urbanizacion las amapolas de san borja  ,SAN BORJA-LIMA-LIMA,"(-12.105770180406822,-77.00233858296151)",
112652,avenida arquitecto eduardo ordoñez 451 urbanizacion las amapolas de san borja  ,SAN BORJA-LIMA-LIMA,"(-12.105771256578947,-77.00216298486698)",
112682,calle pietro marchand 138 138 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095544978655369,-77.00333823724955)",
112683,calle pietro marchand 228 228 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097083895907474,-77.00310856781411)",
112684,calle pietro marchand 248 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09735107627644,-77.00306938696814)",
112685,calle pietro marchand 250 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097386204407783,-77.00306656301345)",
112686,calle pietro marchand 378 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.099045146791838,-77.00283449006177)",
112687,calle pietro marchand 480 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.100585174272325,-77.00261151710134)",
112688,calle pietro marchand 403 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.099841191729325,-77.0025514557146)",
112689,calle pietro marchand 389 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.099505821723938,-77.00259952068865)",
112690,calle pietro marchand 375 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.099328834606865,-77.0026212349552)",
112691,calle pietro marchand 347 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.098954828554568,-77.00267684280108)",
112692,calle pietro marchand 321 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.098582821280147,-77.00273047504001)",
112693,calle pietro marchand 291 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097839414344364,-77.00283532767148)",
112694,calle pietro marchand 219 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096873743534559,-77.0029759169259)",
112695,calle pietro marchand 217 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096860555038717,-77.00297861452586)",
112696,calle pietro marchand 207 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096713043976791,-77.00299750974985)",
112697,calle prieto marchand 201 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.096701412702998,-77.00300046708779)",
112698,calle pietro marchand 125 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.095705363237215,-77.00314022528761)",
112699,calle pietro marchand 105 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09541165154684,-77.00317440622837)",
112700,calle luis pirandello 236 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097386386475534,-77.00527497887224)",
112701,calle luis pirandello 280 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097644804595518,-77.00536563764234)",
112702,calle luis pirandello 282 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097670388655274,-77.00537169438799)",
112703,calle luis pirandello 406 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09901285547501,-77.00570701013717)",
112704,calle luis pirandello 470 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.099871567728073,-77.00573674745303)",
112705,avenida fray luis de leon 202 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097118006804038,-77.00872448978053)",
112706,avenida fray luis de leon 220 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097182221334705,-77.00848511395539)",
112707,avenida fray luis de leon 224 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097226394005531,-77.0083951148573)",
112708,avenida fray luis de leon 238 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09729250748839,-77.00814234010744)",
112709,avenida fray luis de leon 242 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097306016993855,-77.00812134510538)",
112710,avenida fray luis de leon 298 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097572439485958,-77.00731428055185)",
112711,avenida fray luis de leon 340 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.097863269492166,-77.00645418836032)",
112712,avenida fray luis de leon 500 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.098173727302168,-77.00275632404096)",
112713,avenida fray luis de leon 600 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.098091021417872,-77.00122829481182)",
112714,avenida fray luis de leon 604 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.098109299961436,-77.00111327398125)",
112715,avenida fray luis de leon 614 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.098180106553016,-77.00093947815817)",
112716,avenida fray luis de leon 561 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09778075303862,-77.00177136129038)",
112719,calle benton 199 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093036494597186,-76.9899731301956)",
112720,calle diego velasquez 371 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.091639306757457,-76.99720049073007)",
112721,calle diego velasquez 377 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.09171506417644,-76.99719170475366)",
112722,avenida boulevard 144 urbanizacion el jacaranda et 2  ,SAN BORJA-LIMA-LIMA,"(-12.087760233625488,-76.98468971468819)",
112723,avenida boulevard 142 urbanizacion el jacaranda et 2  ,SAN BORJA-LIMA-LIMA,"(-12.087717798038227,-76.98468360066697)",
112730,avenida jean jacques rousseau 595 urbanizacion san borja  ,SAN BORJA-LIMA-LIMA,"(-12.093717238212022,-76.99239438332395)",
112734,avenida primavera 435 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.110716749883082,-76.98907020828338)",
112737,trinidad 385 urbanizacion chacarilla del estanque  ,SAN BORJA-LIMA-LIMA,"(-12.109917962872188,-76.98915990714401)",
112738,trinidad 471 urbanizacion chacarilla del estanque manzana m1 ,SAN BORJA-LIMA-LIMA,"(-12.110010007716298,-76.9902468357132)",
112739,avenida primavera 395 urbanizacion chacarilla del estanque manzana m1 ,SAN BORJA-LIMA-LIMA,"(-12.110771056039582,-76.98976615625585)",
